surrogate_setting,dataset,target_type,target_item,victim_model,method,metric,k,attack_size,value
MDHG,diginetica,popular,9496,srgnn,CREAT,recall,30,0.01,0.29950047651911
MDHG,diginetica,popular,9496,srgnn,CREAT,recall,40,0.01,0.35829307568438
MDHG,diginetica,popular,9496,srgnn,CREAT,recall,50,0.01,0.4025929212264616
MDHG,diginetica,popular,9496,srgnn,DPSBR,mrr,10,0.01,0.0557489409382344
MDHG,diginetica,popular,9496,srgnn,DPSBR,mrr,20,0.01,0.0629826996291544
MDHG,diginetica,popular,9496,srgnn,DPSBR,mrr,30,0.01,0.0665992394701127
MDHG,diginetica,popular,9496,srgnn,DPSBR,mrr,40,0.01,0.0686104529637495
MDHG,diginetica,popular,9496,srgnn,DPSBR,mrr,50,0.01,0.0698615968544559
MDHG,diginetica,popular,9496,srgnn,DPSBR,recall,10,0.01,0.1546715304479279
MDHG,diginetica,popular,9496,srgnn,DPSBR,recall,20,0.01,0.2602615925597292
MDHG,diginetica,popular,9496,srgnn,DPSBR,recall,30,0.01,0.3503894311347727
MDHG,diginetica,popular,9496,srgnn,DPSBR,recall,40,0.01,0.4208485326497749
MDHG,diginetica,popular,9496,srgnn,DPSBR,recall,50,0.01,0.4773735581188997
MDHG,diginetica,popular,9496,srgnn,Poisoning-SSL,mrr,10,0.01,0.0351253594758967
MDHG,diginetica,popular,9496,srgnn,Poisoning-SSL,mrr,20,0.01,0.0370691553657585
MDHG,diginetica,popular,9496,srgnn,Poisoning-SSL,mrr,30,0.01,0.038018604387401
MDHG,diginetica,popular,9496,srgnn,Poisoning-SSL,mrr,40,0.01,0.0385694016522827
MDHG,diginetica,popular,9496,srgnn,Poisoning-SSL,mrr,50,0.01,0.0389772876244193
MDHG,diginetica,popular,9496,srgnn,Poisoning-SSL,recall,10,0.01,0.0653159814650497
MDHG,diginetica,popular,9496,srgnn,Poisoning-SSL,recall,20,0.01,0.09397285484242
MDHG,diginetica,popular,9496,srgnn,Poisoning-SSL,recall,30,0.01,0.1178316737322948
MDHG,diginetica,popular,9496,srgnn,Poisoning-SSL,recall,40,0.01,0.1371224818429787
MDHG,diginetica,popular,9496,srgnn,Poisoning-SSL,recall,50,0.01,0.1555588418942456
MDHG,diginetica,popular,9496,srgnn,TC-SACP-C,mrr,10,0.01,0.0488060288144089
MDHG,diginetica,popular,9496,srgnn,TC-SACP-C,mrr,20,0.01,0.0569991609022833
MDHG,diginetica,popular,9496,srgnn,TC-SACP-C,mrr,30,0.01,0.0608274456204374
MDHG,diginetica,popular,9496,srgnn,TC-SACP-C,mrr,40,0.01,0.0631415941374523
MDHG,diginetica,popular,9496,srgnn,TC-SACP-C,mrr,50,0.01,0.0645510841652495
MDHG,diginetica,popular,9496,srgnn,TC-SACP-C,recall,10,0.01,0.143267935193401
MDHG,diginetica,popular,9496,srgnn,TC-SACP-C,recall,20,0.01,0.2640573137467547
MDHG,diginetica,popular,9496,srgnn,TC-SACP-C,recall,30,0.01,0.3598212231752604
MDHG,diginetica,popular,9496,srgnn,TC-SACP-C,recall,40,0.01,0.4410102205133261
MDHG,diginetica,popular,9496,srgnn,TC-SACP-C,recall,50,0.01,0.5046666009398929
MDHG,diginetica,popular,9496,srgnn,TC-SACP-G,mrr,10,0.01,0.0436153416201232
MDHG,diginetica,popular,9496,srgnn,TC-SACP-G,mrr,20,0.01,0.0485960045736719
MDHG,diginetica,popular,9496,srgnn,TC-SACP-G,mrr,30,0.01,0.050724113544132
MDHG,diginetica,popular,9496,srgnn,TC-SACP-G,mrr,40,0.01,0.0517815514349287
MDHG,diginetica,popular,9496,srgnn,TC-SACP-G,mrr,50,0.01,0.0524435196722708
MDHG,diginetica,popular,9496,srgnn,TC-SACP-G,recall,10,0.01,0.1143810181077261
MDHG,diginetica,popular,9496,srgnn,TC-SACP-G,recall,20,0.01,0.1875513490420322
MDHG,diginetica,popular,9496,srgnn,TC-SACP-G,recall,30,0.01,0.2402806533241316
MDHG,diginetica,popular,9496,srgnn,TC-SACP-G,recall,40,0.01,0.277186236813566
MDHG,diginetica,popular,9496,srgnn,TC-SACP-G,recall,50,0.01,0.3071247822800618
MDHG,diginetica,popular,9496,tron,CREAT,mrr,10,0.01,0.003497675045787
MDHG,diginetica,popular,9496,tron,CREAT,mrr,20,0.01,0.0044132910597288
MDHG,diginetica,popular,9496,tron,CREAT,mrr,30,0.01,0.0050279429134782
MDHG,diginetica,popular,9496,tron,CREAT,mrr,40,0.01,0.0054463932602418
MDHG,diginetica,popular,9496,tron,CREAT,mrr,50,0.01,0.0057359372994666
MDHG,diginetica,popular,9496,tron,CREAT,recall,10,0.01,0.0131782181471622
MDHG,diginetica,popular,9496,tron,CREAT,recall,20,0.01,0.0270629991126885
MDHG,diginetica,popular,9496,tron,CREAT,recall,30,0.01,0.0426731078904992
MDHG,diginetica,popular,9496,tron,CREAT,recall,40,0.01,0.0574452003023431
MDHG,diginetica,popular,9496,tron,CREAT,recall,50,0.01,0.0705905550626047
MDHG,diginetica,popular,9496,tron,DPSBR,mrr,10,0.01,0.0684469167622573
MDHG,diginetica,popular,9496,tron,DPSBR,mrr,20,0.01,0.0767123614454652
MDHG,diginetica,popular,9496,tron,DPSBR,mrr,30,0.01,0.0803313263647789
MDHG,diginetica,popular,9496,tron,DPSBR,mrr,40,0.01,0.0823130424047948
MDHG,diginetica,popular,9496,tron,DPSBR,mrr,50,0.01,0.0835445741565319
MDHG,diginetica,popular,9496,tron,DPSBR,recall,10,0.01,0.2143350093660652
MDHG,diginetica,popular,9496,tron,DPSBR,recall,20,0.01,0.3351736829997699
MDHG,diginetica,popular,9496,tron,DPSBR,recall,30,0.01,0.4253179532682638
MDHG,diginetica,popular,9496,tron,DPSBR,recall,40,0.01,0.4948733116434979
MDHG,diginetica,popular,9496,tron,DPSBR,recall,50,0.01,0.5504452988925038
MDHG,diginetica,popular,9496,tron,Poisoning-SSL,mrr,10,0.01,0.0071593670824667
MDHG,diginetica,popular,9496,tron,Poisoning-SSL,mrr,20,0.01,0.0120642962377348
MDHG,diginetica,popular,9496,tron,Poisoning-SSL,mrr,30,0.01,0.0151390712221075
MDHG,diginetica,popular,9496,tron,Poisoning-SSL,mrr,40,0.01,0.017200240797559
MDHG,diginetica,popular,9496,tron,Poisoning-SSL,mrr,50,0.01,0.0186942663163179
MDHG,diginetica,popular,9496,tron,Poisoning-SSL,recall,10,0.01,0.0422951789411416
MDHG,diginetica,popular,9496,tron,Poisoning-SSL,recall,20,0.01,0.1161885043872621
MDHG,diginetica,popular,9496,tron,Poisoning-SSL,recall,30,0.01,0.1935982122317526
MDHG,diginetica,popular,9496,tron,Poisoning-SSL,recall,40,0.01,0.2661441388149462
MDHG,diginetica,popular,9496,tron,Poisoning-SSL,recall,50,0.01,0.3337112622826909
MDHG,diginetica,popular,9496,tron,TC-SACP-C,mrr,10,0.01,0.0048260861740601
MDHG,diginetica,popular,9496,tron,TC-SACP-C,mrr,20,0.01,0.0067242674409072
MDHG,diginetica,popular,9496,tron,TC-SACP-C,mrr,30,0.01,0.0080968093125197
MDHG,diginetica,popular,9496,tron,TC-SACP-C,mrr,40,0.01,0.0091306254349959
MDHG,diginetica,popular,9496,tron,TC-SACP-C,mrr,50,0.01,0.009983597558161
MDHG,diginetica,popular,9496,tron,TC-SACP-C,recall,10,0.01,0.0188142890006244
MDHG,diginetica,popular,9496,tron,TC-SACP-C,recall,20,0.01,0.0476683426993986
MDHG,diginetica,popular,9496,tron,TC-SACP-C,recall,30,0.01,0.0823227841861382
MDHG,diginetica,popular,9496,tron,TC-SACP-C,recall,40,0.01,0.1188504387262151
MDHG,diginetica,popular,9496,tron,TC-SACP-C,recall,50,0.01,0.1575306451082848
MDHG,diginetica,popular,9496,tron,TC-SACP-G,mrr,10,0.01,0
MDHG,diginetica,popular,9496,tron,TC-SACP-G,mrr,20,0.01,0
MDHG,diginetica,popular,9496,tron,TC-SACP-G,mrr,30,0.01,0
MDHG,diginetica,popular,9496,tron,TC-SACP-G,mrr,40,0.01,0.0000616667979656579
MDHG,diginetica,popular,9496,tron,TC-SACP-G,mrr,50,0.01,0.0009862369572913
MDHG,diginetica,popular,9496,tron,TC-SACP-G,recall,10,0.01,0
MDHG,diginetica,popular,9496,tron,TC-SACP-G,recall,20,0.01,0
MDHG,diginetica,popular,9496,tron,TC-SACP-G,recall,30,0.01,0
MDHG,diginetica,popular,9496,tron,TC-SACP-G,recall,40,0.01,0.0023497321633967
MDHG,diginetica,popular,9496,tron,TC-SACP-G,recall,50,0.01,0.0458937198067632
MDHG,diginetica,popular,9496,wearec,CREAT,mrr,10,0.01,0.0054105067377767
MDHG,diginetica,popular,9496,wearec,CREAT,mrr,20,0.01,0.0075552591513685
MDHG,diginetica,popular,9496,wearec,CREAT,mrr,30,0.01,0.0098644538992527
MDHG,diginetica,popular,9496,wearec,CREAT,mrr,40,0.01,0.0121715332558637
MDHG,diginetica,popular,9496,wearec,CREAT,mrr,50,0.01,0.0140729709343506
MDHG,diginetica,popular,9496,wearec,CREAT,recall,10,0.01,0.0177790923132538
MDHG,diginetica,popular,9496,wearec,CREAT,recall,20,0.01,0.0504945939728548
MDHG,diginetica,popular,9496,wearec,CREAT,recall,30,0.01,0.1096815537809326
MDHG,diginetica,popular,9496,wearec,CREAT,recall,40,0.01,0.1913470702290578
MDHG,diginetica,popular,9496,wearec,CREAT,recall,50,0.01,0.2776298925367248
MDHG,diginetica,popular,9496,wearec,DPSBR,mrr,10,0.01,0.003419291955721
MDHG,diginetica,popular,9496,wearec,DPSBR,mrr,20,0.01,0.0057611504206884
MDHG,diginetica,popular,9496,wearec,DPSBR,mrr,30,0.01,0.0085460076083738
MDHG,diginetica,popular,9496,wearec,DPSBR,mrr,40,0.01,0.0123057730286989
MDHG,diginetica,popular,9496,wearec,DPSBR,mrr,50,0.01,0.016241625161522
MDHG,diginetica,popular,9496,wearec,DPSBR,recall,10,0.01,0.0151171579743008
MDHG,diginetica,popular,9496,wearec,DPSBR,recall,20,0.01,0.051611949127477
MDHG,diginetica,popular,9496,wearec,DPSBR,recall,30,0.01,0.1229583620887968
MDHG,diginetica,popular,9496,wearec,DPSBR,recall,40,0.01,0.2572710243517697
MDHG,diginetica,popular,9496,wearec,DPSBR,recall,50,0.01,0.4358506687699234
MDHG,diginetica,popular,9496,wearec,Poisoning-SSL,mrr,10,0.01,0.0070129489569004
MDHG,diginetica,popular,9496,wearec,Poisoning-SSL,mrr,20,0.01,0.0082080369814513
MDHG,diginetica,popular,9496,wearec,Poisoning-SSL,mrr,30,0.01,0.0089940863315113
MDHG,diginetica,popular,9496,wearec,Poisoning-SSL,mrr,40,0.01,0.0096366663237586
MDHG,diginetica,popular,9496,wearec,Poisoning-SSL,mrr,50,0.01,0.0102367536477244
MDHG,diginetica,popular,9496,wearec,Poisoning-SSL,recall,10,0.01,0.0206710703605113
MDHG,diginetica,popular,9496,wearec,Poisoning-SSL,recall,20,0.01,0.03869663807552
MDHG,diginetica,popular,9496,wearec,Poisoning-SSL,recall,30,0.01,0.0586118505373163
MDHG,diginetica,popular,9496,wearec,Poisoning-SSL,recall,40,0.01,0.0814026093529199
MDHG,diginetica,popular,9496,wearec,Poisoning-SSL,recall,50,0.01,0.108646357093562
MDHG,diginetica,popular,9496,wearec,TC-SACP-C,mrr,10,0.01,0.0017104936445861
MDHG,diginetica,popular,9496,wearec,TC-SACP-C,mrr,20,0.01,0.003782032936538
MDHG,diginetica,popular,9496,wearec,TC-SACP-C,mrr,30,0.01,0.0062767235377113
MDHG,diginetica,popular,9496,wearec,TC-SACP-C,mrr,40,0.01,0.0093649836670813
MDHG,diginetica,popular,9496,wearec,TC-SACP-C,mrr,50,0.01,0.0124842935894382
MDHG,diginetica,popular,9496,wearec,TC-SACP-C,recall,10,0.01,0.0105491471951099
MDHG,diginetica,popular,9496,wearec,TC-SACP-C,recall,20,0.01,0.0427716980512011
MDHG,diginetica,popular,9496,wearec,TC-SACP-C,recall,30,0.01,0.1072989582306352
MDHG,diginetica,popular,9496,wearec,TC-SACP-C,recall,40,0.01,0.2171941240264221
MDHG,diginetica,popular,9496,wearec,TC-SACP-C,recall,50,0.01,0.3588024581813401
MDHG,diginetica,popular,9496,wearec,TC-SACP-G,mrr,10,0.01,0.0068279945978851
MDHG,diginetica,popular,9496,wearec,TC-SACP-G,mrr,20,0.01,0.0091136440399867
MDHG,diginetica,popular,9496,wearec,TC-SACP-G,mrr,30,0.01,0.0107300018468926
MDHG,diginetica,popular,9496,wearec,TC-SACP-G,mrr,40,0.01,0.0122277386269303
MDHG,diginetica,popular,9496,wearec,TC-SACP-G,mrr,50,0.01,0.0134411529411652
MDHG,diginetica,popular,9496,wearec,TC-SACP-G,recall,10,0.01,0.0250090374313976
MDHG,diginetica,popular,9496,wearec,TC-SACP-G,recall,20,0.01,0.0597949324657399
MDHG,diginetica,popular,9496,wearec,TC-SACP-G,recall,30,0.01,0.1007591442374051
MDHG,diginetica,popular,9496,wearec,TC-SACP-G,recall,40,0.01,0.1540471260968155
MDHG,diginetica,popular,9496,wearec,TC-SACP-G,recall,50,0.01,0.2090275723816096
MDHG,diginetica,popular,11103,freqrec,CREAT,mrr,10,0.01,0.0007904557421465
MDHG,diginetica,popular,11103,freqrec,CREAT,mrr,20,0.01,0.0015587753856822
MDHG,diginetica,popular,11103,freqrec,CREAT,mrr,30,0.01,0.0023165947825738
MDHG,diginetica,popular,11103,freqrec,CREAT,mrr,40,0.01,0.0032167642918519
MDHG,diginetica,popular,11103,freqrec,CREAT,mrr,50,0.01,0.0040856130696617
MDHG,diginetica,popular,11103,freqrec,CREAT,recall,10,0.01,0.0048802129547471
MDHG,diginetica,popular,11103,freqrec,CREAT,recall,20,0.01,0.0168260540931348
MDHG,diginetica,popular,11103,freqrec,CREAT,recall,30,0.01,0.036133293897269
MDHG,diginetica,popular,11103,freqrec,CREAT,recall,40,0.01,0.067994347497453
MDHG,diginetica,popular,11103,freqrec,CREAT,recall,50,0.01,0.1073482533109862
MDHG,diginetica,popular,11103,freqrec,DPSBR,mrr,10,0.01,0.000675642544419
MDHG,diginetica,popular,11103,freqrec,DPSBR,mrr,20,0.01,0.0012822092059774
MDHG,diginetica,popular,11103,freqrec,DPSBR,mrr,30,0.01,0.0019914778644242
MDHG,diginetica,popular,11103,freqrec,DPSBR,mrr,40,0.01,0.0028379817987382
MDHG,diginetica,popular,11103,freqrec,DPSBR,mrr,50,0.01,0.0038673228051107
MDHG,diginetica,popular,11103,freqrec,DPSBR,recall,10,0.01,0.0039271747346281
MDHG,diginetica,popular,11103,freqrec,DPSBR,recall,20,0.01,0.0133261033882151
MDHG,diginetica,popular,11103,freqrec,DPSBR,recall,30,0.01,0.0314502612639258
MDHG,diginetica,popular,11103,freqrec,DPSBR,recall,40,0.01,0.0617174405994281
MDHG,diginetica,popular,11103,freqrec,DPSBR,recall,50,0.01,0.1084163133852574
MDHG,diginetica,popular,11103,freqrec,Poisoning-SSL,mrr,10,0.01,0.004591125998747
MDHG,diginetica,popular,11103,freqrec,Poisoning-SSL,mrr,20,0.01,0.0055560696252327
MDHG,diginetica,popular,11103,freqrec,Poisoning-SSL,mrr,30,0.01,0.0062251174628753
MDHG,diginetica,popular,11103,freqrec,Poisoning-SSL,mrr,40,0.01,0.0068125247334068
MDHG,diginetica,popular,11103,freqrec,Poisoning-SSL,mrr,50,0.01,0.0073175651358342
MDHG,diginetica,popular,11103,freqrec,Poisoning-SSL,recall,10,0.01,0.0152650432153537
MDHG,diginetica,popular,11103,freqrec,Poisoning-SSL,recall,20,0.01,0.0297906602254428
MDHG,diginetica,popular,11103,freqrec,Poisoning-SSL,recall,30,0.01,0.0467645995596306
MDHG,diginetica,popular,11103,freqrec,Poisoning-SSL,recall,40,0.01,0.0675999868546452
MDHG,diginetica,popular,11103,freqrec,Poisoning-SSL,recall,50,0.01,0.0905221992178513
MDHG,diginetica,popular,11103,freqrec,TC-SACP-C,mrr,10,0.01,0.0007217621348056
MDHG,diginetica,popular,11103,freqrec,TC-SACP-C,mrr,20,0.01,0.0014398404565875
MDHG,diginetica,popular,11103,freqrec,TC-SACP-C,mrr,30,0.01,0.0022040575783348
MDHG,diginetica,popular,11103,freqrec,TC-SACP-C,mrr,40,0.01,0.0031203032078917
MDHG,diginetica,popular,11103,freqrec,TC-SACP-C,mrr,50,0.01,0.0041674137383255
MDHG,diginetica,popular,11103,freqrec,TC-SACP-C,recall,10,0.01,0.004222945216734
MDHG,diginetica,popular,11103,freqrec,TC-SACP-C,recall,20,0.01,0.0155608136974596
MDHG,diginetica,popular,11103,freqrec,TC-SACP-C,recall,30,0.01,0.0351145289033487
MDHG,diginetica,popular,11103,freqrec,TC-SACP-C,recall,40,0.01,0.0676985770153472
MDHG,diginetica,popular,11103,freqrec,TC-SACP-C,recall,50,0.01,0.1154326464885471
MDHG,diginetica,popular,11103,freqrec,TC-SACP-G,mrr,10,0.01,0.0060640773447635
MDHG,diginetica,popular,11103,freqrec,TC-SACP-G,mrr,20,0.01,0.007193151121613
MDHG,diginetica,popular,11103,freqrec,TC-SACP-G,mrr,30,0.01,0.0079755069116693
MDHG,diginetica,popular,11103,freqrec,TC-SACP-G,mrr,40,0.01,0.0086597370958141
MDHG,diginetica,popular,11103,freqrec,TC-SACP-G,mrr,50,0.01,0.0093305884082897
MDHG,diginetica,popular,11103,freqrec,TC-SACP-G,recall,10,0.01,0.0177790923132538
MDHG,diginetica,popular,11103,freqrec,TC-SACP-G,recall,20,0.01,0.0354267310789049
MDHG,diginetica,popular,11103,freqrec,TC-SACP-G,recall,30,0.01,0.0552597850734496
MDHG,diginetica,popular,11103,freqrec,TC-SACP-G,recall,40,0.01,0.0795622596864832
MDHG,diginetica,popular,11103,freqrec,TC-SACP-G,recall,50,0.01,0.1100923461171908
MDHG,diginetica,popular,11103,mdhg,CREAT,mrr,10,0.01,0.00005093824969601368
MDHG,diginetica,popular,11103,mdhg,CREAT,mrr,20,0.01,0.00006369114681966902
MDHG,diginetica,popular,11103,mdhg,CREAT,mrr,30,0.01,0.00008327826924955817
MDHG,diginetica,popular,11103,mdhg,CREAT,mrr,40,0.01,0.0001243059288628
MDHG,diginetica,popular,11103,mdhg,CREAT,mrr,50,0.01,0.0001501889484036
MDHG,diginetica,popular,11103,mdhg,CREAT,recall,10,0.01,0.00006572677380130797
MDHG,diginetica,popular,11103,mdhg,CREAT,recall,20,0.01,0.0002629070952052
MDHG,diginetica,popular,11103,mdhg,CREAT,recall,30,0.01,0.0007887212856156
MDHG,diginetica,popular,11103,mdhg,CREAT,recall,40,0.01,0.0023333004699464
MDHG,diginetica,popular,11103,mdhg,CREAT,recall,50,0.01,0.0034999507049196
MDHG,diginetica,popular,11103,mdhg,DPSBR,mrr,10,0.01,0.9992367674007722
MDHG,diginetica,popular,11103,mdhg,DPSBR,mrr,20,0.01,0.9992367674007722
MDHG,diginetica,popular,11103,mdhg,DPSBR,mrr,30,0.01,0.9992373993889818
MDHG,diginetica,popular,11103,mdhg,DPSBR,mrr,40,0.01,0.9992378318019672
MDHG,diginetica,popular,11103,mdhg,DPSBR,mrr,50,0.01,0.9992378318019672
MDHG,diginetica,popular,11103,mdhg,DPSBR,recall,10,0.01,0.9997699562916954
MDHG,diginetica,popular,11103,mdhg,DPSBR,recall,20,0.01,0.9997699562916954
MDHG,diginetica,popular,11103,mdhg,DPSBR,recall,30,0.01,0.9997863879851456
MDHG,diginetica,popular,11103,mdhg,DPSBR,recall,40,0.01,0.999802819678596
MDHG,diginetica,popular,11103,mdhg,DPSBR,recall,50,0.01,0.999802819678596
MDHG,diginetica,popular,11103,mdhg,Poisoning-SSL,mrr,10,0.01,0.9978638798514576
MDHG,diginetica,popular,11103,mdhg,Poisoning-SSL,mrr,20,0.01,0.9978638798514576
MDHG,diginetica,popular,11103,mdhg,Poisoning-SSL,mrr,30,0.01,0.9978638798514576
MDHG,diginetica,popular,11103,mdhg,Poisoning-SSL,mrr,40,0.01,0.9978638798514576
MDHG,diginetica,popular,11103,mdhg,Poisoning-SSL,mrr,50,0.01,0.9978638798514576
MDHG,diginetica,popular,11103,mdhg,Poisoning-SSL,recall,10,0.01,0.9989155082322784
MDHG,diginetica,popular,11103,mdhg,Poisoning-SSL,recall,20,0.01,0.9989155082322784
MDHG,diginetica,popular,11103,mdhg,Poisoning-SSL,recall,30,0.01,0.9989155082322784
MDHG,diginetica,popular,11103,mdhg,Poisoning-SSL,recall,40,0.01,0.9989155082322784
MDHG,diginetica,popular,11103,mdhg,Poisoning-SSL,recall,50,0.01,0.9989155082322784
MDHG,diginetica,popular,11103,mdhg,TC-SACP-C,mrr,10,0.01,0.6665759141629122
MDHG,diginetica,popular,11103,mdhg,TC-SACP-C,mrr,20,0.01,0.6685441231898889
MDHG,diginetica,popular,11103,mdhg,TC-SACP-C,mrr,30,0.01,0.6690241152118107
MDHG,diginetica,popular,11103,mdhg,TC-SACP-C,mrr,40,0.01,0.6692430417290522
MDHG,diginetica,popular,11103,mdhg,TC-SACP-C,mrr,50,0.01,0.6693651524138037
MDHG,diginetica,popular,11103,mdhg,TC-SACP-C,recall,10,0.01,0.7786650892240954
MDHG,diginetica,popular,11103,mdhg,TC-SACP-C,recall,20,0.01,0.8062539025271944
MDHG,diginetica,popular,11103,mdhg,TC-SACP-C,recall,30,0.01,0.8181340168917809
MDHG,diginetica,popular,11103,mdhg,TC-SACP-C,recall,40,0.01,0.8257583226527326
MDHG,diginetica,popular,11103,mdhg,TC-SACP-C,recall,50,0.01,0.8312793716520425
MDHG,diginetica,popular,11103,mdhg,TC-SACP-G,mrr,10,0.01,0.9563985275116104
MDHG,diginetica,popular,11103,mdhg,TC-SACP-G,mrr,20,0.01,0.9568151756553824
MDHG,diginetica,popular,11103,mdhg,TC-SACP-G,mrr,30,0.01,0.956889413274405
MDHG,diginetica,popular,11103,mdhg,TC-SACP-G,mrr,40,0.01,0.9569263013276772
MDHG,diginetica,popular,11103,mdhg,TC-SACP-G,mrr,50,0.01,0.9569518475516692
MDHG,diginetica,popular,11103,mdhg,TC-SACP-G,recall,10,0.01,0.98642742121003
MDHG,diginetica,popular,11103,mdhg,TC-SACP-G,recall,20,0.01,0.9919156068224392
MDHG,diginetica,popular,11103,mdhg,TC-SACP-G,recall,30,0.01,0.9937559564888756
MDHG,diginetica,popular,11103,mdhg,TC-SACP-G,recall,40,0.01,0.9950376285780012
MDHG,diginetica,popular,11103,mdhg,TC-SACP-G,recall,50,0.01,0.9962207105064248
MDHG,diginetica,popular,11103,miasrec,CREAT,mrr,10,0.01,0.1196574761336103
MDHG,diginetica,popular,11103,miasrec,CREAT,mrr,20,0.01,0.1196950834286133
MDHG,diginetica,popular,11103,miasrec,CREAT,mrr,30,0.01,0.1197036097919186
MDHG,diginetica,popular,11103,miasrec,CREAT,mrr,40,0.01,0.1197131343503617
MDHG,diginetica,popular,11103,miasrec,CREAT,mrr,50,0.01,0.1197224850927141
MDHG,diginetica,popular,11103,miasrec,CREAT,recall,10,0.01,0.2632850241545894
MDHG,diginetica,popular,11103,miasrec,CREAT,recall,20,0.01,0.2637451115711985
MDHG,diginetica,popular,11103,miasrec,CREAT,recall,30,0.01,0.2639587235860527
MDHG,diginetica,popular,11103,miasrec,CREAT,recall,40,0.01,0.2643037891485096
MDHG,diginetica,popular,11103,miasrec,CREAT,recall,50,0.01,0.2647310131782181
MDHG,diginetica,popular,11103,miasrec,DPSBR,mrr,10,0.01,0.039514545178549
MDHG,diginetica,popular,11103,miasrec,DPSBR,mrr,20,0.01,0.0580210655190385
MDHG,diginetica,popular,11103,miasrec,DPSBR,mrr,30,0.01,0.0647899047971817
MDHG,diginetica,popular,11103,miasrec,DPSBR,mrr,40,0.01,0.0672264327679913
MDHG,diginetica,popular,11103,miasrec,DPSBR,mrr,50,0.01,0.0685709992867366
MDHG,diginetica,popular,11103,miasrec,DPSBR,recall,10,0.01,0.1903776003154885
MDHG,diginetica,popular,11103,miasrec,DPSBR,recall,20,0.01,0.4639488645699826
MDHG,diginetica,popular,11103,miasrec,DPSBR,recall,30,0.01,0.6311906405074107
MDHG,diginetica,popular,11103,miasrec,DPSBR,recall,40,0.01,0.716126063952151
MDHG,diginetica,popular,11103,miasrec,DPSBR,recall,50,0.01,0.7767754444773078
MDHG,diginetica,popular,11103,miasrec,Poisoning-SSL,mrr,10,0.01,0.0545293376149633
MDHG,diginetica,popular,11103,miasrec,Poisoning-SSL,mrr,20,0.01,0.0618426564433211
MDHG,diginetica,popular,11103,miasrec,Poisoning-SSL,mrr,30,0.01,0.0661032509591123
MDHG,diginetica,popular,11103,miasrec,Poisoning-SSL,mrr,40,0.01,0.0687970686537748
MDHG,diginetica,popular,11103,miasrec,Poisoning-SSL,mrr,50,0.01,0.0707345753532293
MDHG,diginetica,popular,11103,miasrec,Poisoning-SSL,recall,10,0.01,0.1511222846626573
MDHG,diginetica,popular,11103,miasrec,Poisoning-SSL,recall,20,0.01,0.2604752045745834
MDHG,diginetica,popular,11103,miasrec,Poisoning-SSL,recall,30,0.01,0.3675605507903645
MDHG,diginetica,popular,11103,miasrec,Poisoning-SSL,recall,40,0.01,0.4625357389332544
MDHG,diginetica,popular,11103,miasrec,Poisoning-SSL,recall,50,0.01,0.5502316868776496
MDHG,diginetica,popular,11103,miasrec,TC-SACP-C,mrr,10,0.01,0.0706953136288656
MDHG,diginetica,popular,11103,miasrec,TC-SACP-C,mrr,20,0.01,0.0922651757393613
MDHG,diginetica,popular,11103,miasrec,TC-SACP-C,mrr,30,0.01,0.0998251368342082
MDHG,diginetica,popular,11103,miasrec,TC-SACP-C,mrr,40,0.01,0.1026684896702976
MDHG,diginetica,popular,11103,miasrec,TC-SACP-C,mrr,50,0.01,0.1037344104771858
MDHG,diginetica,popular,11103,miasrec,TC-SACP-C,recall,10,0.01,0.2896578921423642
MDHG,diginetica,popular,11103,miasrec,TC-SACP-C,recall,20,0.01,0.6050806796148411
MDHG,diginetica,popular,11103,miasrec,TC-SACP-C,recall,30,0.01,0.791153176246344
MDHG,diginetica,popular,11103,miasrec,TC-SACP-C,recall,40,0.01,0.8899076538828091
MDHG,diginetica,popular,11103,miasrec,TC-SACP-C,recall,50,0.01,0.9375431331953072
MDHG,diginetica,popular,11103,miasrec,TC-SACP-G,mrr,10,0.01,0.0616460931431855
MDHG,diginetica,popular,11103,miasrec,TC-SACP-G,mrr,20,0.01,0.0662553316248373
